,user_name,screen_name,location,date,text,essential_worker,oil_market_crisis,supply_shortage,sanitizing_products,shopping
117,3916,48868,"Berkshire, England",16-03-2020,fringe idiot cause price rise amp create shortage also probably waste lot money expiry use ration fair customer,0.0,0.5587052632390074,0.1747205613637082,0.1862438186183325,0.08033035677895187
118,3917,48869,"Washington, DC",16-03-2020,congress temporarily paralyze house still finalize technical correction coronavirus currently hold anyway insist bill read floor require house return senate fighting issue,0.15511404844648405,0.5179494394360977,0.14753249297388574,0.0288486504248628,0.1505553687186697
119,3918,48870,"Long Beach, Calif., USA",16-03-2020,consumer financial protection bureau report employee test positive federal financial regulator mandate employee work home,0.3924774795002882,0.4313870360770541,0.0,0.0,0.17613548442265767
123,3922,48874,"Melbourne, Australia",16-03-2020,daughter story friend supermarket job say adult act fault stand woman refuse put back box,0.2555031275118984,0.1529668095892451,0.4265390488819462,0.05882843825106607,0.10616257576584412
124,3923,48875,"Wakefield, England",16-03-2020,currently isolate symptomatic think support elderly friend do online shopping agree phone call daily even attempt skype video call,0.0,0.0,7.5703522050928e-05,0.0,0.999924296477949
125,3924,48876,"Los Angeles, CA",16-03-2020,people walk retail store problem responsible make shit spread feel guilty stop shopping online shopping available home,0.14433701698005974,0.0,0.020132548873361175,0.037765904975863226,0.7977645291707158
127,3926,48878,????? ???? ????????,16-03-2020,able tell much community understands restrict movement order empty supermarket shelf,0.02378095118304199,0.0,0.6635770323152982,0.0,0.3126420165016598
128,3927,48879,"Pennsylvania, USA",16-03-2020,katie move weekend amongst covid panic yes food toilet paper self respect also least,0.0,0.0,0.7664882762952848,0.23351172370471526,0.0
130,3929,48881,United States,16-03-2020,fyi call chinese virus notice nasty mention support industry help stock market trump still try cut medicare amp social security benefit food stamp remove pre exist condition coverage aca,0.004248399508116997,0.3947810165813155,0.43970428790659555,0.04923444158440412,0.11203185441956781
131,3930,48882,"Charlotte, NC",16-03-2020,store charlotte continue voluntarily shut door due concern tough decision many store deem necessary remember possible online shopping option still want support business,0.26752297663680424,0.05152337608932896,0.0,0.0,0.6809536472738669
132,3931,48883,Mountain View,16-03-2020,shop fan appreciate effort limit food shortage amp spread tho concern lack push towards curbside pickup amp delivery additional charge item cart,0.0,0.14801548623590838,0.34113075182303265,0.04944354284475483,0.46141021909630414
133,3932,48884,Michigan,16-03-2020,happy n friend know everyone uneasy thats go let forget small business support shop online orderingâ,0.037740852522130906,0.0,0.018276518107528783,0.0,0.9439826293703403
134,3933,48885, Malaysia,16-03-2020,good move tackle spread please implement new policy restrict consumer hoard good store point create safety measurement people change selfish,0.22279435054178787,0.3123500176458548,0.2621278061053148,0.029490258052091246,0.17323756765495135
136,3935,48887,The Great State of Texas,16-03-2020,consumer protection alert aware related cyber security scam reveal personal financial info avoid click unsolicited use trust source attack need file complaint,0.0,0.4051911347561745,0.06775163917912379,0.2591947456387123,0.2678624804259893
137,3936,48888,Nairobi,16-03-2020,queue buy gun la buyer tell scared happen people run food supply need protect family live panic hit la,0.0,0.0,1.0,0.0,0.0
138,3937,48889,"Dunedin City, New Zealand ",16-03-2020,spark manila call centre closing help prevent spread covid call rout nz base help deskers instead spark ask patience call people use myspark app visit retail store,0.24102362548179507,0.1860459104528632,0.1541470220093351,0.23006985380825098,0.18871358824775583
140,3939,48891,"Columbus, Ohio",16-03-2020,bad habit definitely guilty staff definitely need avoid wear public especially nobody want see grocery store,0.71057930248252,0.04778655091367505,0.1126568633306222,0.11171790923189755,0.017259374041285157
141,3940,48892,United States,16-03-2020,world leader still realize struggle westerner state panic stock pile water food supply imagine lockdown month wake,0.0,0.12586073727638747,0.8741392627236125,0.0,0.0
142,3941,48893,London,16-03-2020,able get doggo food due panic buying due european supply issue cause ordered amazon pay wonder get doggo ration,0.0,0.1414109548835205,0.8353425091770935,0.0,0.023246535939385936
145,3944,48896,"Adelaide, Australia",16-03-2020,plus side save shopping package china hella delay car wan use public wan people apparently work wash hand wipe as,0.0543749035662334,0.0,0.019344626189939686,0.6985822631909223,0.22769820705290456
146,3945,48897,Arizona,16-03-2020,hear national quarantine go start wednesday say stock essential food ammo believe go get ugly,0.2022532435103303,0.0,0.7977467564896696,0.0,0.0
149,3948,48900,London,16-03-2020,first shop make effort really win pr game make real difference,0.06487135773900642,0.051032253350878916,0.029557292581351223,0.30440781891289803,0.5501312774158654
150,3949,48901,"Denver, CO",16-03-2020,come trend real people freak store keep food shelf stock market control please sake county shut,0.20388580894027622,0.06702848815568174,0.7290857029040421,0.0,0.0
152,3951,48903,"North Carolina, USA",16-03-2020,list plethora unfortunately day job health care supermarket retail everyone buck take care sick feeding hungry,0.3621426790889049,0.15632557449944956,0.2524697781251365,0.032377092286157406,0.19668487600035184
153,3952,48904,Global citizen,16-03-2020,thing stockup thing get crazy chocolate make remover concealer dark circle chew pringles seed grow flower manual survive apocalypse chocolate kitten heel shoe,0.15248541991161485,0.014647577350625699,0.3783338863898411,0.25521440476386226,0.19931871158405604
154,3953,48905,"Toronto, Ontario",16-03-2020,please read full lava statement amp announcement online store consumer electronics compute interface,0.18832118180716104,0.21090010207660012,0.0,0.0,0.6007787161162388
156,3955,48907,United States,16-03-2020,increase worker online shop add time slot pick delivery hire worker short time business shut,0.17618446919046987,0.012742652654391921,0.0,0.0,0.8110728781551382
158,3957,48909,"Scunthorpe, England",16-03-2020,also people stock soap hand sanitiser toilet roll leave shelf empty rest realise stop spread people need able wash hand,0.0,0.0,0.35297267935482407,0.647027320645176,0.0
159,3958,48910,Nottinghamshire,16-03-2020,nearly year old nana stock pile food toilet roll stock cupboard full tub horlicks,0.0,0.0,0.8983280943228831,0.10167190567711701,0.0
160,3959,48911,"Columbia, MD, United States",16-03-2020,person capability online shopping encourage relative friend acquaintance shop city state country alternate pick person,0.0,0.0,0.0,0.0,1.0
161,3960,48912,Hogwarts - Jamaica,16-03-2020,televangelist make kill covid panic selling meal day worth food almost sure least cheap month,0.0,0.10588438444748262,0.7620429211452076,0.13207269440730973,0.0
162,3961,48913,Nowhere,16-03-2020,retail edition fitting room close store pact people upset try clothes worst thing mind rn able fit pair jean restaurant bar close remind ignorance corporate america,0.5842115791298591,0.013334054653184484,0.2533812614459564,0.0,0.149073104771
164,3963,48915,Scotland,16-03-2020,photo edinburgh supermarket last night happen work worker uk gov class couple week ago hit bad,0.45101276397394874,0.13998877483734454,0.3206072473510359,0.0,0.08839121383767089
165,3964,48916,"Camberley, UK",16-03-2020,someone group distance enough driver deliver online shopping amp friends relatives position amp group,0.007118707406435382,0.028762633755119626,0.0,0.03968055165675095,0.9244381071816941
166,3965,48917,"Los Angeles, CA",16-03-2020,actual footage try go grocery store weekend sure toilet paper please remember together,0.5522897926776981,0.0,0.18265044413883116,0.2650597631834708,0.0
167,3966,48918,United States,16-03-2020,see b pop facebook various community group call toll free number infant formula tell find formula retail store due send full case free formula hoax,0.3320392777436073,0.3344208368035441,0.06432546924858583,0.09481849015265441,0.17439592605160845
168,3967,48919,Blue State,16-03-2020,fyi check freeze dry food company seem everyone sell stock backlogged week,0.0,0.15877473216627308,0.7680658260686132,0.07315944176511376,0.0
172,3971,48923,"British Columbia, Canada",16-03-2020,go store today can food go needed toilet paper actually get pack roll get milk cat treat well god save food still stuff case province panic buying common,0.1526060150351682,0.0,0.7654473404911598,0.08194664447367193,0.0
173,3972,48924,"Chicago, IL",16-03-2020,call small business chicago department business affair amp consumer protection solicit feedback develop resource measure support small business impacted please fill survey asap,0.0,0.5230210289729035,0.0,0.0,0.4769789710270965
176,3975,48927,London/South East,16-03-2020,plan supply food panic buying crazy supermarket slots delivery ration seem sensible suggest feeble month tell eat,0.0,0.0,0.9598759887720383,0.0,0.04012401122796173
177,3976,48928,"Euless, TX",16-03-2020,hold organization debt relief american household impact response sign petition,0.0,0.8713681427279965,0.01537016232782386,0.0,0.11326169494417969
180,3979,48931,"Oxford, OH",16-03-2020,american stock food concern rise thing buy list extra box pasta,0.0,0.05665080777237365,0.9433491922276264,0.0,0.0
181,3980,48932,"New York, NY",16-03-2020,rack store make effort washington st market drive store sale weekend jwn,0.704941133572837,0.24347106167668991,0.0,0.051587804750473025,0.0
183,3982,48934,"Cleveland, OH",16-03-2020,update grocery store shop experience weekend today let know store still stock,0.7389500115614819,0.0,0.001235027970635726,0.0,0.2598149604678824
184,3983,48935,Malaysia,16-03-2020,colleague text ask need anything buy carton unsweetened almond milk try convince millennial material say sh,0.04560234159868336,0.08415948292614661,0.7867510551313629,0.06972049184301801,0.013766628500789217
185,3984,48936,India,16-03-2020,stock market correctionscurrency rate correctionsoil price correctionsinterest rate changescurrency rate fluctuation lifestyle correctionwisdom collectivenessrespect nature reciprocateno,0.0,0.9076793445455742,0.0923206554544258,0.0,0.0
187,3986,48938,"Ohio, USA",16-03-2020,casper provide business update york business wire casper sleep nyse cspr today provide update north america retail store operation response continue spread l,0.35152932035315504,0.40139530045684707,0.0,0.002385329188955992,0.24469005000104196
188,3987,48939,Italy,16-03-2020,leave supermarket right supermarket take guess country press call hysterical dysfunctional,0.08628188226885886,0.14593588974870358,0.5280077700123571,0.011862970484122012,0.2279114874859584
189,3988,48940,"Kent, UK",16-03-2020,panic buying thanks medium think elderly disability get buy food essential,0.0,0.0,1.0,0.0,0.0
190,3989,48941,London | New York | Munich,16-03-2020,already stock food ammo next step sorry america shoot way,0.0,0.03869322879883153,0.9613067712011685,0.0,0.0
191,3990,48942,"West Hollywood, CA",16-03-2020,make grocery store pickup next week reduce crowd panic buying contamination strain worker help build app day open store hr senior less tech savvy,0.7522360106295561,0.0,0.24000141454858942,0.0,0.007762574821854459
192,3991,48943,"Fujairah, UAE.",16-03-2020,join hand uae effort contain spread coronavirus consider mall visitor community gym play area amp amusement centre stay hypermarket store operate routine,0.1883862645348768,0.12253871281057795,0.0,0.5487508667482581,0.14032415590628697
193,3992,48944,OnTheEdgeSEMelbourne,16-03-2020,give restriction covid fic postpone til nov interest food security increase amp meeting demand think provoking discussion examine food issue experience epidemic amp likely experience go forward,0.0013342294386578474,0.3358381043180645,0.6286994410500731,0.0,0.0341282251932046
194,3993,48945,somewhere windy,16-03-2020,people take serious get stuck indoors food decide necessary stock gt gt gt gt,0.01639889633636927,0.020676698732552536,0.8561155057258487,0.053665791379940216,0.0531431078252892
195,3994,48946,"Las Vegas, NV",16-03-2020,keep hear gon travel cheap flight infect meanwhile majority boomer hunker home afraid go grocery store,0.8600687091495332,0.0,0.0,0.0,0.13993129085046682
196,3995,48947,Commonwealth of Massachusetts,16-03-2020,gt announces loan fund administer provide financial relief business include nonprofit lt amp employee impact release apply,0.12201366013018035,0.589864520250187,0.0,0.06798421486336581,0.22013760475626687
197,3996,48948,"Dallas, TX",16-03-2020,pasta pasta sauce pizza sell grocery store everyone dallas become italian grandma,0.9770988744311017,0.0,0.0,0.02290112556889836,0.0
198,3997,48949,USA,16-03-2020,panic fear fear killerthe pres work private sector ensure everyone access food amp supply turn herd mentality hea th,0.0389671620350554,0.16481120545896769,0.7962216325059769,0.0,0.0
199,3998,48950,"Cambridge, MA",16-03-2020,retail store close end march keep staff customer safe crisis continue fulfill ship order place online pickup available return regular hour,0.26839504387726615,0.04945445306477967,0.0,0.0,0.6821505030579542
200,3999,48951,USA,16-03-2020,major business trump tout say supply really online critical supply avail online shopping best need help arena supply online,0.0,0.02787511937723053,0.08948465682479584,0.0,0.8826402237979736
202,4001,48953,"Arenys de Mar, PaÃ¯sos Catalans",16-03-2020,stock drop outbreak late extent damage share price several key company â tech amp mediaâ â auto amp transportationâ â travel retail amp consumer goodsâ â banking amp financesâ opportunity invest,0.02254902653678319,0.767661116033826,0.03376754796961008,0.05928045326184176,0.11674185619793892
204,4003,48955,Malaysia,16-03-2020,panic buying malaysia escalate today follow rumour impend ministry domestic trade consumer affair warn people spread fake news farhan yusoff amp shafwan zaidon,0.0,0.33947562374989615,0.5993535736810407,0.036866074293108085,0.024304728275955163
208,4007,48959,"Arlington, VA",16-03-2020,pregnant woman make sure vaccination date wash hand frequently stay away people cough amp protect health way march dimes chief medical amp health officer,0.08845344506495957,0.12116870489054253,0.05318008098333471,0.618376642666075,0.11882112639508816
209,4008,48960,"Arizona, USA",16-03-2020,free delivery service fee senior order online gt gt gt gt gt gt la habra supermarket offer special hour shopper older crisis,0.010238702168548946,0.05843885602798699,0.0,0.019796103881853818,0.9115263379216103
210,4009,48961,"Bowie, MD",16-03-2020,next time go grocery store purchase food color rainbow boost food medicine fight,0.39606754754884804,0.0,0.603932452451152,0.0,0.0
212,4011,48963,Deep in the Wildernes,16-03-2020,letter sad hotel response bad vendor associate fault consumer yet room cost night willing offer hyatt,0.027944945961820167,0.7250526984761753,0.02890603478965325,0.0,0.21809632077235155
