,user_name,screen_name,location,date,text,essential_worker,oil_market_crisis,supply_shortage,sanitizing_products,shopping
79,3878,48830,"Boston, MA",16-03-2020,"As more retailers close physical stores or curtail hours as a result of Covid-19, it is agoing to put additional pressure on other omnichannel alternatives like grocery delivery and curbside pick up.  https://t.co/kgyDow3Nrz #covid19 #ecommerce #omnichannel #retail #digital",0.8383466735250833,0.08016123574598734,0.0,0.0,0.08149209072892943
80,3879,48831,"Whittier, CA",16-03-2020,"Check out what these folks are up to here in So Cal ? I like this idea ?

La Habra supermarket offers special hours for seniors amid COVID-19 crisis https://t.co/ncTXF8TGyf",0.09330797359266142,0.24757610877195727,0.0,0.0,0.6591159176353815
81,3880,48832,Great Wakering Essex,16-03-2020,"Love it or hate it, head advice @10DowningStreet &amp; @BorisJohnson 
Blip in our lives but itÂs happening!
?? DonÂt whinge about what you canÂt do 
?? Dont panic buy as food wont run out
?? DO spend time with the family
?? DO use common sense
#coronavirus @WorldHealthOrg2",0.0043568349200378866,0.03591473430183956,0.6570597880389639,0.13660656669221177,0.166062076046947
82,3881,48833,"Andersonville, Chicago, IL",16-03-2020,"An open letter to consumer-debt holding organizations and others: We are at the precipice of a crisis of household economy. Please suspend debts (and interest/fees) for sixty days in response to the COVID-19 crisis.

Feel free to sign here:

https://t.co/JMZZJOmNT9 https://t.co/YR2tcPx1Ee",0.08985673045531371,0.5070443245260251,0.08564966200572131,0.011984927036688084,0.30546435597625166
84,3883,48835,"Boston, MA",16-03-2020,"Sadly, this does not surprise me
Heard from one payer exec that they are laying low, hoping all blows over. 

Mind bogglingly stupid and this was a nonprofit Blues plan! https://t.co/zr67d1u12Q",0.010385537110285597,0.9264365544484374,0.0,0.0,0.06317790844127709
85,3884,48836,"Barnsley, England",16-03-2020,I work in retail I keep stock back for our older customers so when such as frank comes in store for his bread and he sees a empty shelve I say donÂt worry pal IÂve saved you 1. Same as pat n her beans. Could I get disciplined? Yes do I care ? No IÂve got a ?? #coronavirus,0.35470588936562375,0.03644537108404149,0.16343979917821463,0.0,0.44540894037212014
86,3885,48837,"Bangkok, Thailand",16-03-2020,In attempts to lengthen runways marketing budgets are being slashed hiring is being frozen and staffing matrices are being redrawn and dive deep into how consumer startups are battling the impact of on their business,0.0066020755451071415,0.9828702569191411,0.0,0.0,0.010527667535751769
87,3886,48838,"Windsor, Ontario, Canada.",16-03-2020,"...Âat this time, our distillery remains in operation, but we will not be offering public tours or hosting functions or events. Our retail store is also closed...""
https://t.co/lYZg2kfsm0",0.6182179636896229,0.28281168653489,0.0,0.05136657748012821,0.04760377229535869
88,3887,48839,"Los Angeles, mostly",16-03-2020,"Please don't hoard food and water. There's absolutely no need to panic buy; the supply chain is completely interrupted. And above all, please don't hoard sanitizing products; there are people out there who really need them, probably more than you. #DontPanicBuy #coronavirus",0.0,0.0,0.753262522132843,0.07367874372252278,0.17305873414463432
90,3889,48841,"Houston, TX",16-03-2020,"Just called mum and dad in UK (over 70). They are great but I offered help with online shopping etc. We might sometimes forget that this is not always easy.

Do the same if you can. ??
If you are far from your parents like me Tech can be really useful. #COVID?19  #Coronavirus",0.0,0.12783057285892474,0.0,0.05388274296147822,0.8182866841795972
91,3890,48842,KDH,16-03-2020,People seen stocking up on goods into trolleys after the panic buying rumours spread today at hypermarket in Kajang March 16 2020 Picture by Shafwan Zaidon,0.0,0.07422445170072729,0.6133152037081011,0.018056400702043465,0.2944039438891281
92,3891,48843,"Worcester, Massachusetts",16-03-2020,"As we often see during major news events, criminals will try to take advantage of any situation. The Coronavirus, or COVID-19, is no exception. Here is some guidance from the Attorney General's office: https://t.co/KT5J4QqCwS",0.047593663561058305,0.6257962054830907,0.0050586471861591925,0.09638960616095381,0.22516187760873801
93,3892,48844,"Leicester, England",16-03-2020,"Pretty sure within a week or two, supermarket supply chains will dry up as more counties are effected by Covid-19 (and possibly go into lockdown). If so, would the government introduce a form of rationing so that people can eat? Somehow I don't think so.",0.0,0.061965335985096855,0.27491934104021465,0.0,0.6631153229746886
94,3893,48845,"Adelaide, South Australia",16-03-2020,"Supermarket workers are at the frontline of COVID-19.

These are extraordinary times and retail is under extreme pressure.

When shopping, please remain calm and thank the workers that are doing everything they can to keep the shelves stocked and the checkouts moving. https://t.co/0uHGM8gsp8",0.4424298107962917,0.0,0.20210480554806123,0.0,0.355465383655647
95,3894,48846,FREE goal setting guide ??,16-03-2020,"Worried about COVID-19? 

I more worried about people panicking.

Having a plan:

&gt; You're not panic buying food.
&gt; You can focus on the important issues. 
&gt; You have the best opportunity for a positive outcome.

Create structure, reduce key decisions. Flourish

Stay safe.",0.02849675425000793,0.16293429586271987,0.49289047175849143,0.07042710006295196,0.24525137806582875
96,3895,48847,"Washington, DC",16-03-2020,".@kroger is the biggest supermarket chain in the United States.

It has 453,000 employees and many receive no sick leave.

Even after 2 employees tested positive for COVID-19, @kroger still won't provide paid sick leave to everyone

https://t.co/19uNybttHl",0.4140427218923255,0.0633895059846834,0.083250130887777,0.0,0.4393176412352141
97,3896,48848,"Washington, DC",16-03-2020,"@kroger Instead of paid sick leave, @kroger is providing 2 weeks paid leave ONLY to people who test positive for COVID-19 or are placed under mandatory quarantine

This is insufficient to protect staff and the public, especially with little testing av",0.24132449618708984,0.15847045000115906,0.05216136443901283,0.027369541736647796,0.5206741476360904
98,3897,48849,San Joaquin Valley CA,16-03-2020,I followed this when I went shopping a few days ago. It's a pain but necessary! Protect Yourself From Grocery Shopping - Consumer Reports #COVID2019 #StayHealthy https://t.co/48nG14me6E,0.19966955276595688,0.19080670848316028,0.0,0.0,0.6095237387508828
99,3898,48850,Planet Earth,16-03-2020,"@joncoopertweets I took these pictures today at my home grocery store in Montgomery County, MD. No flour, sugar, sweet potatoes, potatoes, orange juice, paper towels, or toilet paper. Low on meat, mac &amp; cheese. #coronapocolypse #Covid_19 #panicbuying ",0.47789992224407685,0.11496321432765017,0.05267288734248525,0.26189765432378415,0.09256632176200362
100,3899,48851,"Portsmouth, England",16-03-2020,"I hate grocery shopping in general but I swear IÂm doing it online next shop, can not deal with the swathes of panic buyers at all! #COVID?19 #coronavirus #coronavirusuk #anxiety #panicbuyinguk #morons",0.17154981824507398,0.0,0.24784931234264673,0.0,0.5806008694122793
101,3900,48852,"London, UK and....",16-03-2020,Rapid delivery food order made (since no slots elsewhere for weeks). All seemed fine until email listing what was out of stock. They are about to deliver...one bottle of orange juice! #coronavirus #panicbuying #whatashitshow,0.009362152308603731,0.0,0.5646986144572348,0.14254108744249402,0.2833981457916674
103,3902,48854,USA,16-03-2020,"This also needs to be said: going to the grocery store cannot be done completely safely. Meaning, without the risk of getting the #coronavirus or of spreading it. You can reduce risk by staying more than 6 ft from other people &amp; washing your hands, but you can't eliminate it. 1/3",0.2477882222479688,0.0,0.014890754050157093,0.39358820603248573,0.3437328176693883
104,3903,48855,I try to be politics free but will comment on Trump/GOP policy as the news is dominating tape.,16-03-2020,"Maybe the coming recession might play in three phases:
(1) Damage on main street by COVID-19 [ongoing]
(2) CB rescue, temp. recovery on credit mkt, but no recovery on consumer econ
(3) Unknown second shock later finally brings wall street down altogether
$SPX $RUT $NDX",0.0,0.7622610190568015,0.0,0.04564867161804225,0.1920903093251562
106,3905,48857,d.,16-03-2020,"This is getting real in my world and I know itÂs been real in so many worlds. If you can, please sign this petition for food and bev people in Colorado!? https://t.co/xnmgljLOsV",0.0038480857130407586,0.039268393977432335,0.4838354625896403,0.0,0.4730480577198866
109,3908,48860,"Denver, CO",16-03-2020,"UPDATE: Make sure to check your local listings to see what is open/closed at what times.
Chick-fil-A (Drive through only)
Starbucks (Using to-go model)
Early closing include King Soopers, Sam's Club etc..
https://t.co/8yP3x1MH4h",0.06494844596133972,0.24679827144899102,0.021285405352778154,0.37208832390922,0.294879553327671
110,3909,48861,"Los Angeles, CA",16-03-2020,A supermarket in La Habra is trying to help local seniors during the COVID-19 pandemic by opening its doors a half-hour early each day exclusively for shoppers 65 and older. https://t.co/6B0xjUUI0G,0.11660128116940564,0.14956434663362586,0.04104966671855961,0.0,0.6927847054784089
111,3910,48862,"Los Angeles, CA",16-03-2020,A supermarket in La Habra is trying to help local seniors during the COVID-19 pandemic by opening its doors a half-hour early each day exclusively for shoppers 65 and older.? https://t.co/U3An6bnU5L,0.11660128116940564,0.14956434663362586,0.04104966671855961,0.0,0.6927847054784089
114,3913,48865,"Fort Wayne, IN",16-03-2020,New @CSPI consumerÂs guide examines how 20 largest restaurant chains by sales are handling paid sick leave during COVID-19 pandemic. Results not good: 60% didnÂt disclose any paid leave policy and only 3 chains offer sick leave at all locations nationwide https://t.co/YPJClnpMi2,0.19399968524822425,0.4450366051712372,0.20997095314878722,0.0,0.15099275643175122
115,3914,48866,Lots of different places,16-03-2020,"@SPARintheUK Can you confirm why in store signage says you're taking extra precautions in light of COVID-19, when staff are stating nothing is changing. 

What efforts are your management doing to protect your retail workers?  Speed is crucial here. ",0.6762797333139292,0.27992582564714713,0.0043082567015549625,0.02082495095949954,0.01866123337786923
116,3915,48867,"Berkshire, England",16-03-2020,"More idiots at work causing unnecessary problems of empty shelves in supermarket.
He's got enough rice to last him for 2 years.
#Covid_19 #panicshopping #pricegougers #Idiots https://t.co/F6K5c2S3bE",0.09437812410847833,0.046235696966459246,0.3203837865921613,0.0,0.5390023923329011
117,3916,48868,"Berkshire, England",16-03-2020,"It's fringing idiots like him who have caused prices to rise &amp; create shortages. He's also probably wasted a lot of money as some will have expiry dates.
Shopkeepers must use rationing to be fair to customers.
#Covid_19 #pricegougers #Hoarders #Idiots #panicbuying #selfishpeople https://t.co/TWlpw3q0mj",0.0,0.5442405350664353,0.17930373139536665,0.18850401235633346,0.08795172118186438
118,3917,48869,"Washington, DC",16-03-2020,"CONGRESS (TEMPORARILY?) PARALYZED 

Â House still finalizing technical corrections to coronavirus bill
Â @replouiegohmert currently holding it up anyway, insisting bill be read on the floor, which would require House returning 
Â Senate fighting about other issues",0.10990735856191997,0.5012933570333207,0.06440681565842339,0.0956581792255315,0.22873428952080446
119,3918,48870,"Long Beach, Calif., USA",16-03-2020,"The Consumer Financial Protection Bureau has reported that one employee tested positive for COVID-19. Federal financial regulators are mandating that most employees work from home. 
https://t.co/MhUu7mffPT",0.38899054918155335,0.5171780497163665,0.0,0.0,0.09383140110208021
123,3922,48874,"Melbourne, Australia",16-03-2020,"@cgafun @DanielAndrewsMP My daughter is 16, and has stories like that from her friends with supermarket jobs. One of them said ""Why do adults act like COVID-19 is my fault?"". Or having to stand up to a middle-aged woman who refused to put back 5 boxes of ",0.13140775200885313,0.13624500394125483,0.0,0.0,0.7323472440498922
124,3923,48875,"Wakefield, England",16-03-2020,Currently self isolating as IÂm symptomatic. Thinking how to support elderly neighbour/ friend. IÂve done her online shopping for her (agreed it over the phone!) and calling her daily! We might even attempt a skype video call... #unitedagainstdementia #coronavirus  @alzheimerssoc,0.0,0.15713873772613232,0.0,0.0,0.8428612622738676
125,3924,48876,"Los Angeles, CA",16-03-2020,"If youÂre the people walking into retail stores... youÂre the problem. YouÂre responsible for making this shit spread. Feel guilty, stop shopping. Online shopping is available from home. #coronavirus #retail #Covid19Walkout",0.20175664133488871,0.0,0.0,0.06885486124629964,0.7293884974188117
127,3926,48878,????? ???? ????????,16-03-2020,#unpopularopinion You'll be able to tell how much a community understands of the restricted movement order by how empty their supermarket shelves are. #COVID2019 #Malaysia2020,0.0,0.0,0.21730886866135782,0.0,0.7826911313386422
128,3927,48879,"Pennsylvania, USA",16-03-2020,Will katie and I be moving in this weekend amongst the COVID 19 panic Yes Will have food or toilet paper No Will we have any self respect Also no but at least we ll have each other,0.006879755388977727,0.0,0.7539732795818185,0.22178324238249528,0.017363722646708473
130,3929,48881,United States,16-03-2020,FYI it s called the not the Chinese Virus Notice nasty mentions supporting industries to help his stock market trump s still trying to CUT Medicare amp Social Security benefits food stamps AND remove pre existing conditions coverage from ACA,0.028027195716569687,0.33757305463732323,0.5063701747968243,0.028849839775146126,0.09917973507413656
131,3930,48882,"Charlotte, NC",16-03-2020,"Stores in Charlotte continue to voluntarily shut their doors due to #coronavirus concerns. This is a tough decision, but one many stores deem necessary. Remember, when possible, online shopping is an option if you still want to support businesses @SpecNewsCLT https://t.co/hrCCohkFWE",0.42726498757128456,0.21078287928666567,0.0,0.0,0.3619521331420497
132,3931,48883,Mountain View,16-03-2020,"@HEB I like shopping at H-E-B and am a fan. Appreciate your efforts to limit food shortage &amp; COVID-19 spreading, tho my concern is with the lack of push towards curbside pickups &amp; delivery. The 3% additional charge per each item on the cart for on",0.04379388906995566,0.1786353506626834,0.45091563834586246,0.06819796324369938,0.2584571586777992
133,3932,48884,Michigan,16-03-2020,"? HAPPY M O N D A Y Friends ?
-
I know everyone is uneasy about all thats going on with the #coronavirus but lets not forget about our small business who need our support! Whether youÂre shopping online or orderingÂ https://t.co/AibxMekdro",0.0,0.05804732261281814,0.0,0.0,0.9419526773871819
134,3933,48885, Malaysia,16-03-2020,"Good move in tackling down the Covid-19 spreading. 

Now please implement a new policy to restrict consumers from hoarding goods at any supermarket/grocery stores. No point creating safety measurements if some people canÂt be changed from being selfish.",0.2116331495766463,0.38296184987664444,0.12190207380072682,0.02441933760975514,0.25908358913622725
136,3935,48887,The Great State of Texas,16-03-2020,"?CONSUMER PROTECTION ALERT? 

Be aware of #coronavirus related cyber security scams!
Â Do NOT reveal personal or financial info in emails.
Â AVOID clicking on unsolicited links.
Â Use trusted sources, ALWAYS.
Report attacks! Need to file a complaint?
https://t.co/XWDm4JWZo0",0.0,0.5511369029955437,0.05988553024471793,0.2741384008689891,0.1148391658907492
137,3936,48888,Nairobi,16-03-2020,"23:31 #KenyanTraffic Queues to buy guns in LA ?
Buyers tell me theyÂre scared of what will happen if people run out of food and supplies, and they need to protect their families WeÂre live on @TheTodayShow as #coronavirus panic hits LA. https://t.co/ehSQGGxoql via @AmeliaAdams9",0.0,0.0,0.7884790427285004,0.0,0.2115209572714996
138,3937,48889,"Dunedin City, New Zealand ",16-03-2020,Spark s Manila call centre is closing to help prevent the spread of Covid 19 Calls will be routed to NZ based help deskers instead Spark is asking for patience with calls and that people use the MySpark app or visit a retail store,0.24776939232103382,0.22547425112016364,0.11460333022238191,0.22649208804931412,0.18566093828710656
